Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation;Webradio détectée;Indice trouvé;URL de détection
9740738J;Lycée Hôtelier Christian Antou;Lycée;Public;63 rue Auguste Vinson;Plateau Caillou;;97867;97415;Saint-Paul;974;28;04;;;0;1;1;02 62 55 43 00;02 62 55 64 77;https://etab.ac-reunion.fr/lyc-christian-antou;ce.9740738j@ac-reunion.fr;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;;1;19974738700017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1982;-21.027366830241984, 55.26929940501959;SANS OBJET;La Réunion;La Réunion;La Réunion;320142.7;7673848.7;EPSG:2975;;-21.027366830241984;55.26929940501959;Numéro de rue;1977-03-22;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;9740932V;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-christian-antou/vivre-au-lycee/
9740736G;Antenne de Saint-Joseph du Centre d'information et d'orientation du Tampon;Information et orientation;Public;3 rue Henri Payet;;;97480;97412;Saint-Joseph;974;28;04;;;;;;02 62 56 54 16;02 62 56 55 01;http://www.ac-reunion.fr/orientation-formation/sinformer-et-sorienter/les-centres-dinformation-et-dorientation-cio/cio-de-saint-joseph.html;cio.saint-joseph@ac-reunion.fr;;;;;;;;;;;;;;;;;;17974431300257;;https://www.onisep.fr/http/redirection/organisme_information/slug/INFO.1100;-21.37796842910078, 55.617582331184025;SANS OBJET;La Réunion;La Réunion;La Réunion;356681.5;7635390.3;EPSG:2975;;-21.37796842910078;55.617582331184025;Parfaite;1977-03-18;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;841;CENTRE D INFORMATION ET D ORIENTATION;99;;;;;;;;;Non;;
9741255W;Lycée polyvalent privé La Salle Saint-Charles;Lycée;Privé;62 rue Auguste Babet;BP 394;;97458;97416;Saint-Pierre;974;28;04;;;1;1;1;02 62 25 41 95;02 62 35 53 79;http://lasalle.stcharles.fr;lycee@stcharles.fr;1;0;1;1;0;1;0;0;0;0;1;0;0;0;1;;0;31693391000028;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4823;-21.334202605239387, 55.48099078030524;CONTRAT D'ASSOCIATION TOUTES CLASSES;La Réunion;La Réunion;La Réunion;342471.6;7640104.7;EPSG:2975;;-21.334202605239387;55.48099078030524;Numéro de rue;1998-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;30;9740811N;;;;974003;BASSIN D'EDUCATION ET DE FORMATION SUD;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740044E;Collège Thérésien Cadet;Collège;Public;69 allée du jardin;;;97439;97419;Sainte-Rose;974;28;04;;;0;0;0;02 62 47 20 85;02 62 47 28 12;https://etab.ac-reunion.fr/clg-theresien-cadet;ce.9740044e@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;REP;1;19974044000011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1020;-21.15428174859496, 55.825464131559876;SANS OBJET;La Réunion;La Réunion;La Réunion;378051.4;7660326.3;EPSG:2975;;-21.15428174859496;55.825464131559876;Numéro de rue;1965-11-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741233X;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-theresien-cadet/bourse-2024/
9740737H;Lycée professionnel Albert Ramassamy;Lycée;Public;25 avenue Georges Brassens;BP 19;;97408;97411;Saint-Denis;974;28;04;;;0;0;1;02 62 48 44 60;02 62 48 44 67;https://etab.ac-reunion.fr/lyc-albert-ramassamy;ce.9740737h@ac-reunion.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;;1;19974737900014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4973;-20.906072576143586, 55.48505021580902;SANS OBJET;La Réunion;La Réunion;La Réunion;342441.0;7687504.1;EPSG:2975;;-20.906072576143586;55.48505021580902;Numéro de rue;1977-03-22;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;9741188Y;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-albert-ramassamy/bac-pro-fluide-energie/
9740679V;Lycée professionnel privé Cluny Sainte-Suzanne;Lycée;Privé;4 chemin des Trois Frères;CS 91001;;97441;97420;Sainte-Suzanne;974;28;04;;;0;0;1;02 62 98 06 26;02 62 52 33 50;http://www.lyceecluny-saintesuzanne.fr;ce.9740679v@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;;0;31540205700014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14087;-20.906294034248045, 55.6058060774096;CONTRAT D'ASSOCIATION TOUTES CLASSES;La Réunion;La Réunion;La Réunion;355002.1;7687593.4;EPSG:2975;;-20.906294034248045;55.6058060774096;Numéro de rue;1975-02-21;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;30;9741270M;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Oui;Player youtube.com;http://www.lyceecluny-saintesuzanne.fr
9741256X;Lycée général et technologique privé Levavasseur;Lycée;Privé;4 rue Fénelon;;;97400;97411;Saint-Denis;974;28;04;;;1;1;0;02 62 21 06 26;02 62 41 22 04;https://ensemble-scolaire-levavasseur.re/;secretariat@levavasseur.re;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;;0;31566803800021;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11630;-20.883955442053924, 55.44870536439593;CONTRAT D'ASSOCIATION TOUTES CLASSES;La Réunion;La Réunion;La Réunion;338636.7;7689916.4;EPSG:2975;;-20.883955442053924;55.44870536439593;Numéro de rue;1998-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;30;9740081V;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9740046G;Collège Fanny Desjardins;Collège;Public;30 rue Edmond Albius;BP 71;;97412;97402;Bras-Panon;974;28;04;;;0;0;0;02 62 51 50 42;02 62 51 63 28;https://etab.ac-reunion.fr/clg-fanny-desjardins;ce.9740046g@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;19974046500018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8670;-21.000653155835508, 55.6835730754836;SANS OBJET;La Réunion;La Réunion;La Réunion;363176.9;7677216.7;EPSG:2975;;-21.000653155835508;55.6835730754836;Numéro de rue;1989-09-11;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740046G;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/clg-fanny-desjardins/plan-du-site/
9741313J;Collège Jean le Toullec;Collège;Public;17 rue Simon Pernic;BP 2014;;97824;97407;Le Port;974;28;04;;;0;0;0;02 62 71 18 00;02 62 71 18 15;https://etab.ac-reunion.fr/clg-le-toullec;ce.9741313j@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;0;19974980500016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15046;-20.949446190878465, 55.30734477345553;SANS OBJET;La Réunion;La Réunion;La Réunion;324006.0;7682517.6;EPSG:2975;;-20.949446190878465;55.30734477345553;Numéro de rue;2001-08-20;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740812P;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9740787M;Lycée général et technologique Antoine Roussin;Lycée;Public;25 rue Leconte de Lisle;CS 21013;;97871;97414;Saint-Louis;974;28;04;;;1;1;0;02 62 91 93 33;02 62 26 19 14;https://etab.ac-reunion.fr/lyc-antoine-roussin;ce.9740787m@ac-reunion.fr;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;;1;19974787400014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4974;-21.274360180227163, 55.41464365979838;SANS OBJET;La Réunion;La Réunion;La Réunion;335523.2;7646661.9;EPSG:2975;;-21.274360180227163;55.41464365979838;Numéro de rue;1979-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;9741189Z;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740597F;Lycée général et technologique Évariste de Parny;Lycée;Public;85 rue Auguste Vinson;BP 543;;97867;97415;Saint-Paul;974;28;04;;;1;1;0;02 62 55 46 56;02 62 22 88 95;https://etab.ac-reunion.fr/lyc-evariste-de-parny;ce.9740597f@ac-reunion.fr;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;;1;19974597700017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5311;-21.0284006513804, 55.27085753441507;SANS OBJET;La Réunion;La Réunion;La Réunion;320305.9;7673736.0;EPSG:2975;;-21.0284006513804;55.27085753441507;Numéro de rue;1973-02-19;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;9740932V;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9740081V;Collège Juliette Dodu;Collège;Public;164 rue Juliette Dodu;;;97488;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 20 11 83;02 62 41 87 30;https://etab.ac-reunion.fr/clg-juliette-dodu;ce.9740081v@ac-reunion.fr;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;;1;19974081200011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5305;-20.88305306977542, 55.45289867751545;SANS OBJET;La Réunion;La Réunion;La Réunion;339072.0;7690020.5;EPSG:2975;;-20.88305306977542;55.45289867751545;Numéro de rue;1968-07-25;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740081V;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9741260B;Collège Émile Hugot;Collège;Public;7 rue d'Emmerez de Charmoy;BP 403;;97494;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 92 53 00;02 62 92 53 01;https://etab.ac-reunion.fr/clg-emile-hugot;ce.9741260b@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;19974974800018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1980;-20.906370093886263, 55.50271009981495;SANS OBJET;La Réunion;La Réunion;La Réunion;344278.3;7687488.4;EPSG:2975;;-20.906370093886263;55.50271009981495;Numéro de rue;1999-06-29;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741260B;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9740039Z;Collège Albert Lougnon;Collège;Public;34 rue de l'Eglise;Le Guillaume , BP 7;;97423;97415;Saint-Paul;974;28;04;;;0;0;0;02 62 32 52 57;02 62 32 45 70;https://etab.ac-reunion.fr/clg-albert-lougnon;ce.9740039z@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;REP+;0;19974039000018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8671;-21.040354032871043, 55.29541656597488;SANS OBJET;La Réunion;La Réunion;La Réunion;322872.8;7672440.1;EPSG:2975;;-21.040354032871043;55.29541656597488;Numéro de rue;1965-11-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740932V;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9741620T;Lycée polyvalent Mémona Hintermann-Afféjee;Lycée;Public;1 rue des franciscéas;BP 50136;;97491;97411;Saint-Denis;974;28;04;;;1;0;1;02 62 98 24 25;;https://etab.ac-reunion.fr/lyc-menona-hintermann-affejee;ce.9741620t@ac-reunion.fr;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;;1;20006271900014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5714;-20.909565079153445, 55.47795967340268;SANS OBJET;La Réunion;La Réunion;La Réunion;341707.1;7687110.5;EPSG:2975;;-20.909565079153445;55.47795967340268;Rue;2017-01-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9741188Y;;;;;;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Oui;Mot-clé: web radio;https://etab.ac-reunion.fr/lyc-memona-hintermann-affejee/le-portail-des-langues-du-lycee-polyvalent-nord/
9740552G;Lycée professionnel Léon de Lepervanche;Lycée;Public;35 avenue Raymond Mondon;BP 1015;;97828;97407;Le Port;974;28;04;;;0;0;1;02 62 42 75 75;02 62 43 26 97;https://etab.ac-reunion.fr/lyc-lepervanche;ce.9740552g@ac-reunion.fr;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;;1;19974552200011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14348;-20.93401546515928, 55.30551745471266;SANS OBJET;La Réunion;La Réunion;La Réunion;323797.9;7684223.9;EPSG:2975;;-20.93401546515928;55.30551745471266;Rue;1971-06-29;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;9740812P;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9740085Z;Collège Jeanne BARRET - Trois Bassins;Collège;Public;19 rue Georges Brassens;BP 6;;97426;97423;Les Trois-Bassins;974;28;04;;;0;0;0;02 62 24 80 94;02 62 24 71 73;https://etab.ac-reunion.fr/clg-trois-bassins;ce.9740085z@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;REP;0;19974085300015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4584;-21.10363300877319, 55.29652293008688;SANS OBJET;La Réunion;La Réunion;La Réunion;323062.7;7665435.7;EPSG:2975;;-21.10363300877319;55.29652293008688;Numéro de rue;1968-10-11;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740035V;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9740019C;Lycée général et technologique Ambroise Vollard;Lycée;Public;3 avenue de Soweto;Terre Sainte , BP 399;;97448;97416;Saint-Pierre;974;28;04;;;1;1;0;02 62 96 23 50;02 62 96 23 57;https://etab.ac-reunion.fr/lyc-ambroise-vollard;ce.9740019c@ac-reunion.fr;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;;1;19974019200018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15544;-21.342355161755403, 55.490246670663545;SANS OBJET;La Réunion;La Réunion;La Réunion;343440.3;7639211.4;EPSG:2975;;-21.342355161755403;55.490246670663545;Numéro de rue;1989-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;9740811N;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-ambroise-vollard
9740618D;Collège Boris GAMALEYA Les Alizés;Collège;Public;70 avenue Joseph Bedier;BP 104;;97492;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 28 14 60;02 62 28 69 54;https://etab.ac-reunion.fr/clg-boris-gamaleya-les-alizes;ce.9740618d@ac-reunion.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;REP;1;19974618100015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4587;-20.899458351893493, 55.48545981655612;SANS OBJET;La Réunion;La Réunion;La Réunion;342476.7;7688236.7;EPSG:2975;;-20.899458351893493;55.48545981655612;Numéro de rue;1974-05-06;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741188Y;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9740015Y;Lycée professionnel de Vue Belle;Lycée;Public;Chemin Vue belle;BP 105;;97422;97415;Saint-Paul;974;28;04;;;0;0;1;02 62 33 69 33;02 62 33 69 28;https://etab.ac-reunion.fr/lyc-vue-belle;ce.9740015y@ac-reunion.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;;1;19974983900015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1027;-21.078877423150857, 55.27027139479946;SANS OBJET;La Réunion;La Réunion;La Réunion;320305.6;7668147.0;EPSG:2975;;-21.078877423150857;55.27027139479946;Rue;1989-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;9740035V;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9740577J;Collège Joseph Hubert;Collège;Public;67 rue Hippolyte Foucque;;;97480;97412;Saint-Joseph;974;28;04;;;0;0;0;02 62 56 51 94;02 62 56 50 66;https://etab.ac-reunion.fr/clg-joseph-hubert;ce.9740577j@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP;1;19974577900017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.792;-21.374752131696336, 55.62721140009432;SANS OBJET;La Réunion;La Réunion;La Réunion;357676.8;7635755.1;EPSG:2975;;-21.374752131696336;55.62721140009432;Numéro de rue;1972-01-21;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740952S;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-joseph-hubert/projet-dechange-europeen-avec-litalie/
9740035V;Collège Célimène Gaudieux;Collège;Public;De Nehoua;lieu dit Montée Panon, BP 103;;97422;97415;Saint-Paul;974;28;04;;;0;0;0;02 62 33 51 28;02 62 33 64 96;https://etab.ac-reunion.fr/clg-celimene-gaudieux;ce.9740035v@ac-reunion.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;REP+;0;19974035800015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13982;-21.088562179504176, 55.26780516630669;SANS OBJET;La Réunion;La Réunion;La Réunion;320061.0;7667072.0;EPSG:2975;;-21.088562179504176;55.26780516630669;Rue;1965-11-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740035V;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-celimene-gaudieux
9740651P;Collège Auguste Lacaussade;Collège;Public;115 route départementale 52;Mare à citrons;;97433;97421;Salazie;974;28;04;;;0;0;0;02 62 47 51 55;02 62 47 68 40;https://etab.ac-reunion.fr/clg-lacaussade;ce.9740651p@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP;1;19974651200029;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.797;-21.033521949224678, 55.532957195619616;SANS OBJET;La Réunion;La Réunion;La Réunion;347553.6;7673441.8;EPSG:2975;;-21.033521949224678;55.532957195619616;Numéro de rue;1975-04-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740046G;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/clg-lacaussade
9740599H;Collège Joseph Bédier;Collège;Public;105 rue Joseph Bédier;BP 504;;97440;97409;Saint-André;974;28;04;;;0;0;0;02 62 46 01 38;02 62 46 92 62;https://etab.ac-reunion.fr/clg-joseph-bedier;ce.9740599h@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;1;19974599300014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4827;-20.95738158922722, 55.64845081999059;SANS OBJET;La Réunion;La Réunion;La Réunion;359485.5;7681976.2;EPSG:2975;;-20.95738158922722;55.64845081999059;Numéro de rue;1973-02-19;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741324W;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/clg-joseph-bedier
9740548C;Collège Edmond Albius;Collège;Public;25 avenue Raymond Mondon;BP 2010;;97823;97407;Le Port;974;28;04;;;0;0;0;0262 43 06 02;02 62 33 86 48;https://etab.ac-reunion.fr/clg-edmond-albius;ce.9740548c@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;1;19974548000012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1986;-20.934071796017093, 55.30509570148501;SANS OBJET;La Réunion;La Réunion;La Réunion;323754.1;7684217.2;EPSG:2975;;-20.934071796017093;55.30509570148501;Numéro de rue;1971-06-29;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740812P;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9740841W;Collège Plateau Goyaves;Collège;Public;2 rue Auguste Larré;;;97450;97414;Saint-Louis;974;28;04;;;0;0;0;02 62 26 17 65;02 62 26 07 97;https://etab.ac-reunion.fr/clg-plateau-goyaves;ce.9740841w@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;0;19974841900017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1022;-21.276869616654146, 55.42052144373737;SANS OBJET;La Réunion;La Réunion;La Réunion;336135.9;7646390.2;EPSG:2975;;-21.276869616654146;55.42052144373737;Rue;1981-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741189Z;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-plateau-goyaves
9740910W;Lycée professionnel Jean Perrin;Lycée;Public;Rue du Lycée;BP 502;;97440;97409;Saint-André;974;28;04;;;0;0;1;02 62 58 84 40;02 62 46 76 98;https://etab.ac-reunion.fr/lyc-jean-perrin;ce.9740910w@ac-reunion.fr;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;;1;19974910200018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11870;-20.963897097668283, 55.65362909225666;SANS OBJET;La Réunion;La Réunion;La Réunion;360030.0;7681259.5;EPSG:2975;;-20.963897097668283;55.65362909225666;Rue;1984-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;9740703W;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-jean-perrin/sentier-botanique/
9741173G;Lycée polyvalent Moulin Joli;Lycée;Public;60 rue Mahatma Gandhi;;;97419;97408;La Possession;974;28;04;;;1;1;1;02 62 22 14 14;02 62 22 14 15;https://etab.ac-reunion.fr/lyc-moulin-joli;ce.9741173g@ac-reunion.fr;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;;1;19974117400015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3961;-20.949579025134387, 55.32730726255666;SANS OBJET;La Réunion;La Réunion;La Réunion;326082.2;7682524.7;EPSG:2975;;-20.949579025134387;55.32730726255666;Numéro de rue;1994-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9740084Y;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/lyc-moulin-joli/projets-et-vie-lyceenne/
9740578K;Collège Achille Grondin;Collège;Public;17 rue Justinien Vitry;BP 70;;97480;97412;Saint-Joseph;974;28;04;;;0;0;0;02 62 56 55 89;02 62 56 14 39;https://etab.ac-reunion.fr/clg-achille-grondin;ce.9740578k@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;19974578700010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4949;-21.377213797251706, 55.6062930234901;SANS OBJET;La Réunion;La Réunion;La Réunion;355510.2;7635463.5;EPSG:2975;;-21.377213797251706;55.6062930234901;Numéro de rue;1972-01-21;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740952S;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-achille-grondin
